Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
17063,CENTCOM ,REGION VIII,NORTHERN SAMAR ,CONFISCATION,CENTCOM ,COC-2012-086 ,22 May 2012,"On 220500 May 2012, One (1) squad fm Nenita Detachment, BCoy, 52IB (CAFGU) composed of one (1) EP and eight (8) CAA led by TSg Villamor PA, while conducting security patrol along vicinity of Bugko river, Brgy Nenita, Mondragon, Northern Samar discovered thirty nine (39) pcs of abandoned illegally cut lumbers of assorted sizes which is estimated to be MOL five hundred fifty (550) board feet. Items Recovered / Loss: ",,,,,,Confiscated 30 - illegally cut lumbers,,Said lumbers are now at the custody of Nenita detachment for safekeeping while waiting for personnel from DENR to determine its proper disposition.,
17096,CENTCOM ,REGION VIII,SAMAR ,WESTERN SAMAR) (ACCIDENT (GENERAL,8ID ,8D3-OPN-619-2805-12 ,28 May 2012,"On 261645 May 2012, MSg Sammy O Flores 719782 (CE) PA, Foreman of VCT, 546ECBn, 53EBde, PA OPCON to 8ID, PA for the RP-US PP12, while constructing the two (2) unit classroom school building in Brgy Tambonagn, Gandara, Western Samar, accidentally fall in a 0.70m deep column footing which resulted to a badly injured to his left ring finger whose bone  believed to be fractured. Government Side:",,WIA MSG Sammy O Flores 719782 PA,,,,,,"First aid was then applied and was immediately brought to Calbayog City District Hospital for proper treatment and medication. Said EP has already returned to his station at Brgy Tambongan, Gandara, Western Samar on 2330H same day.",
18001,CENTCOM ,REGION VII,NEGROS ORIENTAL ,APPREHENSION,CENTCOM ,COC-2012-261 ,29 May 2012,"On 281715 May 2012, On 281715H May 2012, joint elements from Negros Oriental Police Provincial Office (NOPPO) led by P/INSP ARANAS and ILT ORLANDO E AYLLON (INF) PA of 11IB effected search warrant issued by Judge Candelario V Gonzales dated 25 May 2012, at RTC Branch 45 Bais City, NOR at Yap compound, Sitio Nagba, Brgy Lag-it, Tayasan, NOR. The operations yielded the apprehension of Alberto B Romano and Edwin D Deguit and that resulted to the confiscation of the following:Firearms Gains:",,,,Confiscated 2 - M16 rifle (sn: 141771 & 114771) 2 - 12 Gauge shotgun (sn: defaced) 3 - Cal .38 revolver (sn: still being determined),,Confiscated 9 - Live ammos for 12 gauge shotgun 2 - Rifle grenade,The manifestation of recovered materiel in the encounter site could indicate that some top ranking NPAs personalities maybe present with the group that was encountered by the operating troops.  ,"The search warrant was effect in the presence of Brgy Chairman Renato C Jainar and Brgy Kagawad Jay Jainar both of Brgy Lag-it, Tayasan, NOR as witness to further substantiate the legality of the operations. Likewise,k the inventory receipt was duly received also by the said Brgy Officials. Correspondingly, the operations was a result of the intel build-up of 33 MICO, 3MIB and 11IB upon the surrender of Raymund M Pruvendencia @ Loloy surrenderee . The NPA’s belonging to SPP-C, KR-N left at the house of a certain Galves (TNU) at vicinity Brgy Lag-it, Tayasan, NOR specifically in the compound of of Monching Yap, (per CDR of @ Loloy para VIII letter G) which was later found out to be the property of Atty Yap, brother of the incumbent Mayor of Bindoy, NOR. With the information at hand, S2, 302Bde coordinated with the Chief PIB, NOPPO for a search warrant regarding the military hardware at the reported “NPA Bahay Bagsakan”. At about 2145H same, aid troops returned to Tayasan PNP station for subsequent blotter report. Progress to follow.",
16958,WESCOM ,REGION IV-B,PALAWAN ,APPREHENSION,WESCOM ,WCDO-0501-005-2012 ,02 May 2012,"On 300800 Apr 2012, operating troops of 112MC, MBLT of Rio Tuba Det, Rataraza, Palawan led by 2LT MADAIYAS apprehended Anwar Anjawang, Joel Jopanic, Nadjer Anjawang and Khalid Daki,suspected illegal logging operators at vicBrgy Sarong ,Bataraza, Palawan.Civilian Side:",,,Apprehended  Joel  Jopanic  Nadjer Anjawang  Anwar Anjawang  Khalid Daki,Confiscated 1 - Cal.45 pistol (sn: 1291473d),,Confiscated 1 - Chainsaw w/tampered SN 16 pcs - 2x2x16 lumber 2 - Cal.45 magazines 43 - Rds of Cal.45 ammos 1 - unit Nokia CP 5 - five peso coins 1 - Master key 1 - Wallet with 500peso bill  - pictures  - Assorted Id cards 1 - shoulder bag,,"Apprehended persons and confiscated items are temporarily under custody of Hqs 112MC,MBLT12 while coordinating to Palawan council for sustainable development (PCSD) fpr the turn-over, proper disposition and filing of appropriate charges.",
EMC04678,EASTMINCOM ,REGION 12,NORTH COTABATO ,SHOOTING,6ID ,6DTOC-3004-291-12  ,01 May 2012,"On 291645 Apr 2012, shooting incident at vic Sinsuat  Street, Black 4, Purok Mandarin, Kidapawan City wherein a certain Mr Danilo Saban, 48 yrs old married and a  resident of Magsaysay, Davao Del Sur  was shot by two unidentified gunmen using cal 45 pistol that resulted to his instantaneous  death. The suspects were riding a XRM motorcycle colored black and white without plate number and fled towards unknown direction after the said incident. Initial investigation conducted by PNP Kidapawan revealed that the motive of shooting was personal grudge. ",,,,,,,,,
EMC04684,EASTMINCOM ,REGION 12,SARANGANI PROVINCE ,OTHERS,NFEM ,CDO 0412-232 ,01 May 2012,"On 300059 Apr 2012, PS20 was conducting ISO/MIO/MARPAT & border patrol at Vic 3.6 NM SW OFF PT, Sarangani prov icow CORPAT PHILINDO XXVI-12, DY lookout reported that there was a contact sighted at stbd bow approx distance 1,000 yds and signaling his flashlight on and off to catch PS20 attention. OOA 300101H Apr 12, PS20 Immediately alter cruise toward said contact and found out that one (1) motor banca named MB bad boy was dead on water due to engine failure with two (2) fishermen on board named BRADO DANGGAO and  JOHN TABUNAWAY both residence of Taluya, Glan Sarangani Prov, immediately rendered assistance and accommodate on board said fishermen including their banca due to foul weather condition.",,,,,,,His remains lies at Collado Funeral Homes for proper disposition.   Next of kin: Mrs Mirasol J Tolentino - wife,,
EMC05755,EASTMINCOM ,ARMM,MAGUINDANAO ,STRAFING,6ID ,6DTOC-1105-311-12  ,11 May 2012,"Progress Report from Journal Nr. Progress report to our cnr: EMCOC–1105–754–12 dtd 5/11/2012On 102400 May 2012, OOA 110500 May 2012, one (1) squad led by Sgt Bagatsing conducted security patrol from Marader TPB towards the incident area to gather additional information regarding the strafing incident.  A total of thirty (30)  holes created by the bullet of 5.56 mm and 7.62 mm to the house of Mr Alvin Moeres, 45 years old and CAA Jun Dagat, 57 years old both residents of said place were discovered by the government troops but no reported casualty during the said incident. The houses of the two (2) victims were approximately forty (40) meters apart.  Recovered in the area were thirteen (13) empty shells of 5.56 mm ball, two (2) empty shells of 7.62 mm ball and two (2) unexploded Rifle Grenades. Based from the information gathered from Mr Moeres and CAA Dagat, they do not have any grudges to any person in the said area. Motive - unknown.  ",,,,,,,,,
EMC05758,EASTMINCOM ,REGION XII CARAGA,SURIGAO DEL NORTE ,ACCIDENT (GENERAL,4ID ,OPNS-1005-798-12 ,10 May 2012,"On 100730 May 2012, Seven (7) small scale miners while working inside a tunnel at Sitio Bedrock, Brgy Mat-I, Surigao City died due to gas suffocation, while another one (1) was severely injured.Other Details:",,,,,,,"Seven (7) small scale miners while working inside a tunnel at vic Sitio Bedrock, Brgy Mat-I, Surigao City GC 51PYL 70781 72291, died due to gas suffocation, while another one (1) was severely injured.  The victims were identified as: Julius Madridino (26 years old), Ayos Antipas (19 years old), and Delvin Antipas (23 years old), all residents of Brgy Tinago, Malimono, SDN; Allan Palasan (19 years old), a resident of  Brgy Pili, Malimono, SDN; Caloy Estrella (26 years old), a resident of Brgy Gacepan, Sison, SDN; Baste Avila (30 years old), a resident of Brgy Otieza, San Agustin, SDS; and Faustino Pacquiao Jr (24 years old) a resident of Sitio Bedrock, Brgy Mat-I, Surigao City. Bernan Avila (18 years old), a resident of Brgy Mabini, Surigao City, was the only survivor and who was immediately evacuated to Caraga Hospital for medical treatment.     Result:  Seven (7) small scale miners died due to gas suffocation.      Name of victims:     1. Julius Madridino (26 years old) 2. Ayos Antipas (19 years old) 3. Delvin Antipas (23 years old) 4. Allan Palasan (19 years old) 5. Caloy Estrella (26 years old) 6. Baste Avila (30 years old) 7. Faustino Pacquiao Jr (24 years old)   Survivor - Bernan Avila (18 years old), a resident of Brgy Mabini, Surigao City, was the only survivor who was immediately evacuated to Caraga Hospital for medical treatment.        ",Operatives of 30IB in coordination with PNP Surigao City are conducting investigations regarding the said incident. ,
EMC05762,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,OTHERS,SMS DEP U3 , ,13 May 2012,"On 130900 May 2012, a fire incident transpired in d vicinity of Old Airport, Sasa, Davao City. Accordingly, said fire ablaze 3 stalls & affecting mol 15 families. Moreso, stalls were easily consume since it is made of light materials. Fire was continued at about 1100H of same day. Meanwhile, cause & extend of damage is still under investigation by pers from BFP.",,,,,,,,,
EMC05787,EASTMINCOM ,X,BUKIDNON ,SHOOTING,4ID ,OPNS 1805- 832 - 2012     ,18 May 2012,"On 151300 May 2012, Belated Report OOA 151300 May 2012, Ex-CAFGU Walter Abao Bestis, 34 years old, married and a resident of Purok-5B, Brgy Kahapunan, Valencia City, while on his way home from basketball court, riding a motorcycle (JAILING) with plate number LH379 color black was shot several times leading to his instantaneous death by two (2) unidentified perpetrators riding in tandem on a motorcycle XRM color black without plate number using Cal .45 pistol at vic Crossing, Kalimonda of same brgy. After which, the perpetrators fled towards unknown direction.  Other Details:",,,,,,,"Recovered from the crime scene: Three (3) slugs and eight (8) empty shells of Cal .45 pistol. Motive of the incident: Still unknown. Remains of the victim lay at his residence at Purok-5B, Brgy Kahapunan, Valencia City",,
EMC05791,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,STABBING,10ID ,10ID3-TOC-1805-103-12   ,19 May 2012,"On 180200 May 2012, Cpl Gilbert D Ramos 806714 (CE) PA assigned with 60IB while on pass together with his family at Megrande Resort, Talomo, Davao City was stabbed by a certain Vilma Alcaraz, 39 yrs old, sister of his wife and a resident of Brgy Bangongon, Compostella Valley Province. Cpl Ramos was immediately brought to Southern Philippines Medical Center Hospital, Davao City for medical treatment, while the incident was blottered to Talomo Police Station. Said EP is in stable condition as of this report. ",,,,,,,,,
EMC05793,EASTMINCOM ,REGION X,BUKIDNON ,VEHICULAR ACCIDENT,4ID ,OPNS 1905- 836 - 2012     ,19 May 2012,"On 190030 May 2012, one (1) 1 ¼ tons troops carrier truck of 8IB bearing plate number SJE 299 driven by SSg Roger A Tomarong (Inf) PA while transporting one (1) section from Charlie Company, 8IB under 1LT EMERSON P NELVIS (INF) PA towards their LD/LC at vic logdeck 5, Brgy San Roque, Quezon, Bukidnon met an accident at vic Purok 3 of same brgy.  Result:  Injured personnel:",,,,,,,"Said vehicle slipped and fell to  road canal with an approximate depth of 5-feet at Purok 3, Brgy San Roque, Quezon, Bukidnon. ","Injured personnel were then immediately given first aid while 1LT JEORGE R JALLORINA (INF) PA Acting Bn S3, 8IB facilitated the immediate evacuation of the injured personnel to the nearest hospital for medical treatment.     ",
EMC05796,EASTMINCOM ,REGION XI,DAVAO ORIENTAL ,DEATH BY NATURAL CAUSES,10ID ,10ID3-TOC-1905-104-12   ,19 May 2012,"On 171830 May 2012, CAA Ermilo E Suganan DO-G04-000017 PA, assigned at Binondo PB of 6TH DOR CAA Coy, under B/72IB stationed at Brgy Binondo, Baganga, DOR died due to cardiac arrest at Line-in Hospital, Baganga, Davao Oriental.  Accordingly, CAA suganan went home to his residence at so Santan, Brgy Binondo, Baganga, DOR after the completion of PDOP Training conducted at Hq B/72IB, Brgy Mayo, Mati City. Consequently, he felt discomfort to his body and told his wife to bring him into the hospital for medical check-up. However, at about 2030H same day CAA Suganan was pronounced dead by his attending physician due to cardiac arrest.",,,,,,,"Remarks: Cadaver of said CAA Suganan presently lies in state at his residence at So Santan, Brgy Binondo, Baganga, DOR. Next of Kin:  Mrs Dalisay M Suganan - Wife.","1LT PEREZ, CO, B/72IB instructed Sgt Asuncion, Patrol Base Commander of Binondo PB to assist the bereaved family. ",
EMC05797,EASTMINCOM ,REGION XI,COMPOSTELA VALLEY ,DEATH BY NATURAL CAUSES,10ID ,10ID3-TOC-1905-105-12   ,19 May 2012,"On 180200 May 2012, CAA Alejandro M Persigas Sr DN-A001390 PA, assigned at Tapia Patrol Base of 14th CVP CAA Coy under A/72IB stationed at Brgy Tapia, Montevista, Compostela Valley Province died due to (cancer) Nasophcangcal Carinoma lateral Nick Mass Left at his residence in Brgy New Calape, Montevista, Compostela Valley Province. Other Details:",,,,,,,"Remarks: Cadaver of said CAA lies in state at his residence at Brgy New Calape, Montevista, CVP. Next of Kin: Mrs Silvina P Persigas - Wife.","CPT PEDROSA, CO, 72IB directed Sgt Padua Patrol Base Commander of Tapia PB to assist the bereaved family. ",
EMC05808,EASTMINCOM ,REGION XII,SOUTH COTABATO ,VEHICULAR ACCIDENT,10ID ,110ID3-TOC-2205-106-12   ,23 May 2012,"On 210500 May 2012, a motorcycle accident transpired along National Hi-way of Brgy Saravia, Koronadal City involving Pfc Ryan R Gonzales 890052 (Inf) PA and Pfc Reinhurt L Sobrepeña 889950 (Inf) PA of 27IB. Accordingly, Pfc Gonzales is driving his Color Red/Black Suzuki Raider 150 motorcycle without plate number attached with Pfc Reinhurt L Sobrepeña 889950 (Inf) PA as his back ride passenger on their way to Tupi, South Cotabato. Said motorcycle accidentally bumped to a construction signboard at crossing Dam Site, National Hi-way, Brgy Saravia, Koronadal City. ",,,,,,,,"On 0730H same day, 1LT DE POLONIA Bn S2 and 1LT ESCOTE Bn S1 with escort, jumped-off Bn Hqs and proceeded to Allah Valley Medical Center to provide assistance to the troops. Afterwhich, proceeded to PNP Koronadal City for proper coordination.   For information.",
EMC05809,EASTMINCOM ,REGION XII,COTABATO ,ROBBERY,6ID ,6DTOC-2305-327-2012 ,23 May 2012,"On 221430 May 2012, a robbery transpired along the national highway, of Brgy Osias, Kabacan, Cotabato. The two unidentified suspects reportedly boarded the passenger van bearing plate nr LCW 957 from Koronadal City to Kabacan, Cot. Upon reaching at vicinity Brgy Osias, the suspects pulled-out their handguns and declared hold-up. The suspects carted away undetermined amount of cash money and personal belongings of fourteen (14) passengers. Afterwhich, the suspects withdrew towards Matalam area using a colored black Suzuki X4 with no plate number as their getaway vehicle. Action Taken:",,,,,,,,Intel operatives of 7IB continue conducting monitoring for the possible identification of the suspects.,
EMC05810,EASTMINCOM ,REGION XII,SOUTH COTABATO ,SHOOTING,10ID ,10ID2/O DTD 23 MAY 12 ,23 May 2012,"On 221015 May 2012, brothers Alex DAYO, 45 years old, and Sonny Boy DAYO, 41 years old, both residents of Purok Paglangan, Brgy Apopong, General Santos City were shot by a group of more or less 10 armed men at said place.  Accordingly, the suspects used an AK47 rifle in shooting the victims and used a red Pajero vehicle (no plate number) in going to and out of the crime scene. Alex DAYO died on the spot while Sonny Boy DAYO suffered a gunshot wound on his right shoulder.  Allegedly, the suspects were led by a former PNP officer COL PENDATUN.  The authorities recovered from the crime scene the following:  red/black XRM motorcycle (Plate Nr 8898) ",,,,,,,,,
EMC05811,EASTMINCOM ,REGION X,BUKIDNON ,VEHICULAR ACCIDENT,4ID ,OPNS 2305- 853 - 2012     ,23 May 2012,"Progress Report from Journal Nr. Progress Report To Our Cnr: Emcoc –1905 – 793- 12  dtd 5/24/2012On 190030 May 2012, re vehicular accident of  one (1) 1 ¼ tons troops carrier truck of 8IB bearing plate number SJE 299 driven by SSg Roger A Tomarong (Inf) PA  at vicinity logdeck 5, Brgy San Roque, Quezon, Bukidnon on 190030 May 2012.",,,,,,,,"At about 201100 May 12, said vehicle was recovered using one (1) back hoe from LGU Quezon, Bukidnon facilitated by 1LT JOHN MARVIN C LAT (INF) PA. Afterwhich, said vehicle was transported to H8IB South Poblacion, Maramag Bukidnon and was thoroughly  checked by unit maintenance section and found out to have minor damages on bow corner assembly, mud guard and door. The vehicle is still serviceable and currently being repaired at H8IB.  ",
EMC05813,EASTMINCOM ,REGION X,BUKIDNON ,BURNING,4ID ,OPNS 2303-856-2012 ,24 May 2012,"On 221900 May 2012, a fire broke-out at the Old Market, Agro Site, Maramag, Bukidnon that started at the eatery owned by a certain P Jenodia that reached to 4th alarm according to SPO3 Danilo H Quilab, fire arson investigator of said Municipality. The fire was declared fire out at about 2030H same day by SR INSP FABRE, Municipal fire Marshal of Maramag.  Damaged: Estimated cost of damage reached to 2.5 Million Pesos.",,,,,,,Cause of the incident: Allegedly faulty electrical wiring.," Immediately, the municipal fire station of Don Carlos, Quezon and Valencia City and also the fire trucks of Bukidnon Sugar Corporation (BUSCO) and National Power Corporation (NAPOCOR) responded to the incident.",
EMC05820,EASTMINCOM ,REGION XII,COTABATO ,APPREHENSION,NFEM ,CDO-0512-166 ,26 May 2012,"On 222010 May 2012, a cert DATU AMIR USOP, 18 YO, approached QRF of 57MC, MBLT7 conducting random patrol at crossing ORC, Cot City and requested the assistance for alleged threat on him by a cert PIKE ESMAIL while he was standing infront of MANONGS RESTO along Sinsuat Ave Cot City where the duo had a heated argumentation. Immediately, the QRF  reported said inc to their checkpoint at Esteros Det where the said suspect together with his four (4) companions onboard a white van with plate nr MFE 204 were flagged down at about 2230H same day. Confiscated from the suspect were one (1) Ingram M11 and one (1) Mag loaded with thirty (30) rds of 9MM ammo. Other apprehended persons ident as ESMAEL BALABARAN, 18 YO, SAYED AMPATUAN, 17 YO, SAYED SHARIFF AMPATUAN, 16 YO and ASHRAF HASRAF MASTURA MUHAMMAD, 18 YO. Apprehended persons together with the confiscated items were properly turned-over to police stn3 for proper dispo. ",,,,,,,,,
EMC05821,EASTMINCOM ,REGION XII,SULKUD ,SHOOTING,NFEM ,CDO-0512-167 ,26 May 2012,"On 211830 May 2012, a shooting incident transpired IVO KM 19 at SO Guintales, Brgy Poloy-Poloy, Lebak, SKP. Accordingly, the victim was ident as a cert ROMEO BASQUES, ilonggo tribe, 45 YO, res of Brgy Tibpuan, Lebak Mun was shot at the aforementioned place by using homemade twelve (12) gauge shotgun. Reportedly, the suspect ident as a cert AMBO UGING, 40-45 YO a manobo tribe and immediately surrendered right after committing the crime to a cert @ CAMPYOT (TNU), councilor of Brgy Poloy-Poloy, Lebak Sulkud. Consequently, the suspect was turned-over to lebak PNP station for proper disposition. Moreover, said ident lifeless body of the victim was recovered by the responding team of lebak PNP pers along the vic of the shallow river of said brgy and later turned-over to the victim family / relatives for proper dispo. Motive of said inc is believed to be an old grudge re- land dispute.",,,,,,,,,
EMC05822,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,RECOVERY,10ID ,10ID3-TOC-25005-107-12   ,26 May 2012,"On 251400 May 2012, One 81mm Mortar Ammunition (Heavy corroded body and fuze assembly) One grenade, hand fragmentation MK2 without fuze was recovered at Purok 2, Brgy Lacson, Calinan Dist., Davao City. Accordingly, TF Davao receive an information from a certain Mr. Anthony Abrenica, single, 38 yrs old and a resident of Purok 2, Brgy Lacson, Calinan Dist., Davao City state that the aforesaid items were found in the area during the excavation of drainage.",,,,,,,,TF Davao immediately dispatched EOD/K9 team to the area to recover the aforementioned UXO. At about 1600H sameday the EOD Team returned to proper station bringing along with them the recovered items for proper disposition.,
EMC05823,EASTMINCOM ,REGION XI,DAVAO DEL NORTE ,DEATH BY NATURAL CAUSES,10ID ,10ID3-TOC-26005-108-12   ,26 May 2012,"On 250015 May 2012, CAA Wilson D Sagayle SR DC-A002633 PA assigned at Mabunao Det of 1st DDN CAA Coy under C/72IB stationed at Brgy Mabunao, Panabo City while on off duty died due to Hypertension/Cardiac Arrest at his residence at Prk 2, Brgy Mabunao, Panabo CityOther Details:",,,,,,,Next of Kin:  Mrs Nenita B Sagayle - Wife,"CPT MENDOZA, CO, C/72IB assisted the bereaved family for the proper disposition of the cadaver which is presently lies in state at his residence in Prk 2, Brgy Mabunao, Panabo City. ",
EMC05824,EASTMINCOM ,REGION XII,COTABATO ,OTHERS,6ID ,6DTOC-2605-331-2012 ,27 May 2012,"On 242000 May 2012, PFC Ernie G Canaway 872652 Inf of 37IB, 6ID, PA, incurred fever and experienced chest pain while undergoing Riverine Operation Training (ROT) Class 01-12 at H11SFC(R) in Tamontaka MB, Cotabato City. Action Taken:",,,,,,,,"Said EP was immediately brought to Camp Siongco Station Hospital, Awang, DOS, Maguindanao where he was diagnosed with Urinary Tract Infection (UTI) and confined for further treatment and recuperation. Progress report to follow. ",
EMC05825,EASTMINCOM ,ARMM,MAGUINDANAO ,SHOOTING,6ID ,6DTOC-2605-332-2012 ,27 May 2012,"On 251205 May 2012, shooting incident transpired at vicinity 51NXJ 398145, So Hacienda, Brgy Magsaysay, Parang, Mag. A certain Jun-Jun Villariz of legal age, married and a resident of said place was shot by certain Yan-Yan Tilar of legal age and also resident of the same place using 9mm pistol.               Result: The victim suffered multiple GSW in the different parts of his body that resulted to his instantaneous death. The victim was recovered by his family for proper disposition while the suspect fled towards unknown direction. ",,,,,,,,"One (1) squad led by LTC ABREGANA INF (GSC) PA CO, 37IB proceeded to the area and conducted mobile patrol to apprehend the suspect and conducted investigation in the area. Investigation revealed that allegedly certain Jun-Jun was accused by a certain Yan-Yan of stealing his cellular phone this prompted the latter to got furious which resulted to the shooting incident. ",
EMC05834,EASTMINCOM ,REGION 13 (CARAGA,SURIGAO DEL NORTE ,ACCIDENT (GENERAL,4ID ,OPNS 2905-889-2012 ,29 May 2012,"On 290300 May 2012, Pvt Kenn Hardy T Castillano 895266 (Inf) PA, member of the section operating troops of Charlie Company, 30IB under 2LT DARO C AMARANTO JR (INF) PA while conducting combat operation at vicinity GC 51P YL 8991 4561, mountainous part of Brgy Ferlda, Alegria, Surigao del Norte was bitten by snake in his right leg.Action Taken:",,,,,,,,Operating troops of Charlie Coy under 2LT AMARANTO left location to extricate Pvt Castillano for medical attention and still on mobile. ,
EMC05843,EASTMINCOM ,ARMM,MAGUINDANAO ,RECOVERY,6ID ,6DTOC-3005-339-2012 ,31 May 2012,"On 310639 May 2012, a fragmentation grenade was recovered at the back of the house of certain Ronaldo Piodena at vic 51NXH 262585, So Timanan, Brgy Romongaob, South Upi, Mag.  Accordingly, while Mrs Piodena is washing their dirty clothes at the creek line, she mistakenly identified the grenade to a ball and picked it up, upon realizing that it was a grenade, she threw it away and immediately rushed away from the area. Mr Piodena immediately reported the discovery of the grenade through cellular phone call to the Bn ACP of 6IB at Sitio Iking, Brgy Romongaob, South Upi, Mag. Said grenade was partially buried in the ground with intact safety pin when it was accidentally discovered.Action Taken:",,,,,,,"Said accident resulted to the fractures of both limbs and right leg of Cpl Olarte while Cesar Sagnay suffered wound on his head and right portion of his face. They are presently confined at the ICU of Davao Regional Hospital, Tagum City. Joey Abayato was declared DOA by the attending physician while Cristine Arasis sustained right arm fracture and was also admitted at the same hospital. ","On or about 310715  May 12, one (1) Fire Team under 1LT ILAO (INF) PA, CO “C” Coy, 6IB  immediately proceeded in the area to conduct investigation thereat.    1LT ANTONIO (OS) PA, Bn S3, 6IB coordinated with MAJ PALMA (OS) PA, CO 6EOD Det on the discovery of the said grenade and inform him on the present status of the grenade.  The said grenade was brought at Bn ACP, 6IB for proper disposition while waiting for the EOD team to arrive. EMCOC05785 EASTMINCOM (XI) COMPOSTELA VALLEY (ACCIDENT (GENERAL)) Ref: 10ID Report RN: 10ID3-TOC-1805-102-12   dtd 17 May 2012 On 172130 May 2012, BELATED REPORT: OOA 172130 May 12, Cpl Edgar A Olarte 844016 (MI) PA of Hq Service Coy/10MIB had a motorcycle accident at KM 83, New Sibunga, Nabunturan, CVP.  Accordingly, subject EP was driving his DT motorcycle onboard with certain Cesar Sagnay of Brgy Tuboran, Mawab, CVP and traversing the national highway heading towards Nabunturan, CVP when they were collided by a Kawasaki Bajaj color red motorcycle driven by Joey Abayato with his rider Cristine Arasis (an employee of an eatery in Brgy New Sibunga).     For information.",
17052,WESTMINCOM ,REGION X,MISAMIS OCCIDENTAL ,VEHICULAR ACCIDENT,WESTMINCOM ,WMC-2005-05 ,20 May 2012,"On 201600 May 2012, CAA Ernesto B Catchavan MO-GO7-000021, 26 yrs old, married, resident of Brgy Tipola, Plaridel, Misamiz Occidental. assigned at 3rd MO CAAD, of same Brgy (Off Duty Status) while on his way riding his motorcycle going to Brgy Deboloc of same municipality accidentally crashed at vicinity Brgy Ilisan, Plaridel, MO. The victim sustained wounds on his head causing his untimely death, Government Side:",,KIA CAA Ernesto B  Catchavan 000021 CAA,,,,,The cadaver of said CAA is now at Discalliar Funeral homes for funeral services. Next of kin- Mr Alberto B Catchavan (Father),"On 201900H May 2012, 3rd sqd, 3rd pltn of 3rd MO CAAD composed of one (1) EP and Eight (8) CAAs led by TSg Demetrio N Valdez PA Det Comdr Jumped-off from their detachment to provide necessary assistance to the bereaved family.",
17072,WESTMINCOM ,ARMM,LANAO DEL SUR ,VEHICULAR ACCIDENT,1ID ,1DC 2405-3208-2012  ,24 May 2012,"On 241105 May 2012, One (1) Toyota Tamaraw FX vehicle bearing plate number UNR 647, colored gray driven by its owner Mr Jamil Bacol Yahya, 53 yrs old possessing an expired driver’s license number M05-98-009670 and a resident of Bayang, LDS accidentally sideswiped a certain Vincent Duran, 12 yrs of age along the stretch of NRH in Bgy Igabay, Balabagan, LDS. The victim was brought to undisclosed hospital in Cotabato City for immediate medical treatment. Action Taken:",,,,,,,," a.   The incident was immediately reported by Cpl Caesr Lopez PA, team leader COLT 1 through text message to all military and CAA detachments for the interception of said vehicle. b.  OOA 241150H May 2012, one (1) squad from HHCo under 1LT DACAWI PA, Bn S7 intercepted a Toyota Tamaraw FX at vicinity Junction Cotabato-Mararawi City-Pagadian City, Matling, Malabang, LDS and was brought to H51IB for proper disposition. c.   OOA 241505H May  2012, Mr Yahya and the vehicle was turned-over to P/INS TILLAY, COP, Balabagan MPS for proper disposition. ",
17073,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,EXPLOSION (GENERAL,WESTMINCOM ,WMC-2405-05 ,24 May 2012,"On 241945 May 2012, An explosion transpired  at the residence of Fiscal Jeric Kagaon, Provincial Fiscal of ZSP. Based on the the initial investigation, two (2) unidentified men riding in a motorcycle thrown the explosives infront of the Fiscal's house and exploded. The explosives used were strill yet to be determined by EOD Team who conducted the post blast investigation. The motive of the incident is still unknown. No reported casualty on said incident.Action Taken:",,,,,,,,"At about 2000H same day, troops of 102Bde, PA and EOD Team proceeded in the area to assist the PNP and conducted post blast investigation thereat and returned H102Bde at about 2135H same day.",
17077,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,VEHICULAR ACCIDENT,1ID ,1DC-2405-3224-2012 ,25 May 2012,"On 251125 May 2012, MSg Aldimas D Miguel 721010 (Inf) PA of SSBn, 1ID, PA while riding his personal Honda motorcycle traversing BGEN BAUTISTA TS RD going towards Hqs SSBn accidentally collided with ascending single motorcycle driven by Pfc Mario Zorilla 868716 (Inf) PA of 1MIB. MSg Miguel suffered bruises and contusions on his body while Pfc Zorilla were not injured.Other Details:",,,,,,,Both EP were wearing helmet when the incident happened.,MSg Miguel was immediately brought to Camp Casar L Sang-an Hospital for treatment.,
17078,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,RAID,WESTMINCOM ,WMC-2505-02 ,25 May 2012,"On 250420 May 2012, One (1) Squad of CAA from Tuktukalaw Detachment, Zamboanga City under Sgt Ronello P Bartolome (Inf) PA and PNP of Curuan Police Station, ZC served a warrant of arrest at the house of Kimar Dagalea at Sitio Lanaote, Brgy Quiniput, ZC. Subject is a wanted person with warrant of arrest docketed under criminal case Nr 24890 (Murder) issued by the judge Reynerio G Ramos, of RTC9, Judicial Branch 14. Other Details:",,,,,,,Kimar Dagalea voluntarily surrendered surrendered to the arresting authority. ,Subject was brought to Curuan Police station for proper disposition.,
